,date,Username,text,Tweet Link,Retweets,Likes,TweetImageUrl,Image,clean_text,accounts_mentioned,hashtags
6850,2012-11-05 22:07:00,https://twitter.com/BarackObama,"President Obama tells the story of ""Fired up! Ready to go!"" at the final rally of his final campaign. http://OFA.BO/KCuzFy  #Forward",https://twitter.com/BarackObama/status/265696810234949632,1872,724,,,"President Obama tells the story of ""Fired up! Ready to go!"" at the final rally of his final campaign.",[],['Forward']
6849,2012-11-06 03:28:00,https://twitter.com/BarackObama,Election Day is here! Confirm your polling place and bring a friend with you to vote. http://OFA.BO/8QHTRN pic.twitter.com/qq2nQHFD,https://twitter.com/BarackObama/status/265777657088712705,6366,1837,https://pbs.twimg.com/media/A7A7XvhCIAAvgp-.jpg,,Election Day is here! Confirm your polling place and bring a friend with you to vote. pic.twitter.com/qq2nQHFD,[],[]
6848,2012-11-06 04:00:00,https://twitter.com/BarackObama,It’s Election Day! This is your last chance to help win this thing—RT this link so your friends know where to vote: http://OFA.BO/chM7LH ,https://twitter.com/BarackObama/status/265785848665100289,8835,698,,,It’s Election Day! This is your last chance to help win this thing—RT this link so your friends know where to vote:,[],[]
6847,2012-11-06 04:49:00,https://twitter.com/BarackObama,"At the final rally of his final campaign last night President Obama told the story of ""Fired up! Ready to go!""http://OFA.BO/sicHFt ",https://twitter.com/BarackObama/status/265798182842273792,1393,503,,,"At the final rally of his final campaign last night President Obama told the story of ""Fired up! Ready to go!""",[],[]
6846,2012-11-06 05:12:00,https://twitter.com/BarackObama,25 reasons that 25 people are voting for President Obama: http://OFA.BO/ekGNph ,https://twitter.com/BarackObama/status/265803917131145216,2686,567,,,25 reasons that 25 people are voting for President Obama:,[],[]
6845,2012-11-06 05:39:00,https://twitter.com/BarackObama,Time to vote! Grab a friend to join you and head over to your polling place: http://OFA.BO/V4bf74 pic.twitter.com/bgoYhI3v,https://twitter.com/BarackObama/status/265810628319531008,4723,1686,https://pbs.twimg.com/media/A7BZW68CUAASrey.jpg,,Time to vote! Grab a friend to join you and head over to your polling place: pic.twitter.com/bgoYhI3v,[],[]
6844,2012-11-06 06:02:00,https://twitter.com/BarackObama,Check out a few voters’ reasons for supporting President Obama—then grab a friend and go #VoteObama: http://OFA.BO/EvkoBB ,https://twitter.com/BarackObama/status/265816369537351681,1112,322,,,Check out a few voters’ reasons for supporting President Obama—then grab a friend and go :,[],['VoteObama']
6843,2012-11-06 06:05:00,https://twitter.com/BarackObama,Amanda AK: “I am supporting President Obama as both a college student and a veteran because he has never given up on fighting for us.”,https://twitter.com/BarackObama/status/265817228384034816,1372,405,,,Amanda AK: “I am supporting President Obama as both a college student and a veteran because he has never given up on fighting for us.”,[],[]
6842,2012-11-06 06:10:00,https://twitter.com/BarackObama,“I am a military wife with 6 children and the added Pell Grant benefit has afforded our family to allow me to go back to school.”—Amy FL,https://twitter.com/BarackObama/status/265818490974392320,1201,364,,,“I am a military wife with 6 children and the added Pell Grant benefit has afforded our family to allow me to go back to school.”—Amy FL,[],[]
6841,2012-11-06 06:16:00,https://twitter.com/BarackObama,“It's been years since I've felt connected at any level to a president.”—Gabe OH who voted McCain in ’08 but is voting Obama-Biden in 2012,https://twitter.com/BarackObama/status/265819832459608064,1439,470,,,“It's been years since I've felt connected at any level to a president.”—Gabe OH who voted McCain in ’08 but is voting Obama-Biden in 2012,[],[]
6840,2012-11-06 06:20:00,https://twitter.com/BarackObama,“I trust President Obama. I do not trust Mitt Romney. And that's really all I need to know.”—Joe a Purple Heart veteran from PA #VoteObama,https://twitter.com/BarackObama/status/265821011809824768,7366,1664,,,“I trust President Obama. I do not trust Mitt Romney. And that's really all I need to know.”—Joe a Purple Heart veteran from PA,[],['VoteObama']
6839,2012-11-06 06:25:00,https://twitter.com/BarackObama,Carol from NH is voting for Obama-Biden because “My taxes have gone down and my take-home pay has gone up.” #VoteObama,https://twitter.com/BarackObama/status/265822231458877440,1054,260,,,Carol from NH is voting for Obama-Biden because “My taxes have gone down and my take-home pay has gone up.”,[],['VoteObama']
6838,2012-11-06 06:30:00,https://twitter.com/BarackObama,Share why you're voting for President Obama today with the hashtag #VoteObama.,https://twitter.com/BarackObama/status/265823593886281728,1903,399,,,Share why you're voting for President Obama today with the hashtag .,[],['VoteObama']
6837,2012-11-06 07:01:00,https://twitter.com/BarackObama,We're coming to the end of a long campaign—all that's left to do is get out the vote. Let's win this. -bo,https://twitter.com/BarackObama/status/265831276437725184,15638,3578,,,We're coming to the end of a long campaign—all that's left to do is get out the vote. Let's win this. -bo,[],[]
6836,2012-11-06 07:45:00,https://twitter.com/BarackObama,Just a few votes could make the difference in this election—grab a friend when you vote today. http://OFA.BO/XVAPCx ,https://twitter.com/BarackObama/status/265842454425636864,3473,648,,,Just a few votes could make the difference in this election—grab a friend when you vote today.,[],[]
6835,2012-11-06 08:22:00,https://twitter.com/BarackObama,Today always be doing something: http://OFA.BO/X5bf3w pic.twitter.com/bvlhjpPd,https://twitter.com/BarackObama/status/265851620296912896,2111,700,https://pbs.twimg.com/media/A7B-o99CcAAdzrC.png,,Today always be doing something: pic.twitter.com/bvlhjpPd,[],[]
6834,2012-11-06 08:52:00,https://twitter.com/BarackObama,If he can find the time to make calls today so can you! http://OFA.BO/CeVKUS  http://instagram.com/p/Rsf92umuVJ/ ,https://twitter.com/BarackObama/status/265859257709240320,1290,687,,,If he can find the time to make calls today so can you!,[],[]
6833,2012-11-06 10:25:00,https://twitter.com/BarackObama,Spread the word: You can still make the difference in this election. Help get out the vote now: http://OFA.BO/Rqacmo pic.twitter.com/v167bpJZ,https://twitter.com/BarackObama/status/265882572272312320,3406,852,https://pbs.twimg.com/media/A7CaynECIAERmUB.jpg,,Spread the word: You can still make the difference in this election. Help get out the vote now: pic.twitter.com/v167bpJZ,[],[]
6832,2012-11-06 11:11:00,https://twitter.com/BarackObama,This election is close and your vote could make the difference. Confirm where to cast your ballot now: http://OFA.BO/MKemGv ,https://twitter.com/BarackObama/status/265894193560424448,2869,550,,,This election is close and your vote could make the difference. Confirm where to cast your ballot now:,[],[]
6831,2012-11-06 11:38:00,https://twitter.com/BarackObama,Jay Z wants you in a voting state of mind today. http://OFA.BO/vETEv4  http://OFA.BO/bbrnQR  #VoteObama,https://twitter.com/BarackObama/status/265900891582914562,3340,947,,,Jay Z wants you in a voting state of mind today.,[],['VoteObama']
6830,2012-11-06 12:26:00,https://twitter.com/BarackObama,Ohio: This election could come down to just a few votes and yours could make the difference. http://OFA.BO/F7BYv1 pic.twitter.com/YycNy56q,https://twitter.com/BarackObama/status/265913051839070208,3197,1471,https://pbs.twimg.com/media/A7C2gwSCAAEb-Xx.jpg,,Ohio: This election could come down to just a few votes and yours could make the difference. pic.twitter.com/YycNy56q,[],[]
6829,2012-11-06 12:34:00,https://twitter.com/BarackObama,Will Ferrell will do anything to get you and your friends to vote right now: http://OFA.BO/Dfo3sx  #VoteObama,https://twitter.com/BarackObama/status/265915030728503296,2126,625,,,Will Ferrell will do anything to get you and your friends to vote right now:,[],['VoteObama']
6828,2012-11-06 13:12:00,https://twitter.com/BarackObama,Already voted? Get on the phone and help turn out voters in key states where a few votes could make the difference: http://OFA.BO/mVN2Ei ,https://twitter.com/BarackObama/status/265924744233230336,1440,346,,,Already voted? Get on the phone and help turn out voters in key states where a few votes could make the difference:,[],[]
6827,2012-11-06 13:35:00,https://twitter.com/BarackObama,This guy's counting on you: http://OFA.BO/Q2sehB pic.twitter.com/xtEzAWXk,https://twitter.com/BarackObama/status/265930363761750017,9662,4557,https://pbs.twimg.com/media/A7DGQcOCcAIkl7J.jpg,,This guy's counting on you: pic.twitter.com/xtEzAWXk,[],[]
6826,2012-11-06 14:40:00,https://twitter.com/BarackObama,Just a handful of votes could decide this election. Confirm your polling place and go vote now: http://OFA.BO/QWJej5  #ElectionDay2012,https://twitter.com/BarackObama/status/265946716132483072,1895,407,,,Just a handful of votes could decide this election. Confirm your polling place and go vote now:,[],['ElectionDay2012']
6825,2012-11-06 15:13:00,https://twitter.com/BarackObama,Don't watch this video: http://OFA.BO/rJXn6c  http://OFA.BO/UKGULU ,https://twitter.com/BarackObama/status/265955214597697536,649,318,,,Don't watch this video:,[],[]
6824,2012-11-06 15:26:00,https://twitter.com/BarackObama,If you’re in line when the polls close stay in line to vote. It could help make the difference.pic.twitter.com/0QFN2ag1,https://twitter.com/BarackObama/status/265958379271356416,13773,3380,https://pbs.twimg.com/media/A7DfvKHCAAAhq_j.jpg,,If you’re in line when the polls close stay in line to vote. It could help make the difference.pic.twitter.com/0QFN2ag1,[],[]
6823,2012-11-06 15:49:00,https://twitter.com/BarackObama,Ohio and North Carolina: Polls close at 7:30pm ET and you can vote as long as you're in line before then. Go vote now and spread the word!,https://twitter.com/BarackObama/status/265964135693574144,4407,597,,,Ohio and North Carolina: Polls close at 7:30pm ET and you can vote as long as you're in line before then. Go vote now and spread the word!,[],[]
6822,2012-11-06 16:13:00,https://twitter.com/BarackObama,Pennsylvania: Polls close at 8pm ET and you can vote as long as you're in line before then. Spread the word.,https://twitter.com/BarackObama/status/265970307158913024,4071,425,,,Pennsylvania: Polls close at 8pm ET and you can vote as long as you're in line before then. Spread the word.,[],[]
6821,2012-11-06 16:14:00,https://twitter.com/BarackObama,President Obama recorded an Election Day message for you: http://OFA.BO/KbZP2z  #ElectionDay2012,https://twitter.com/BarackObama/status/265970529729667072,1663,523,,,President Obama recorded an Election Day message for you:,[],['ElectionDay2012']
6820,2012-11-06 16:26:00,https://twitter.com/BarackObama,Let your friends know you had the President's back today: http://OFA.BO/8fNhSX ,https://twitter.com/BarackObama/status/265973470804996096,4261,950,,,Let your friends know you had the President's back today:,[],[]
6819,2012-11-06 16:31:00,https://twitter.com/BarackObama,Help get out the vote: Grab your phone and call voters right now. http://OFA.BO/JA2ybi pic.twitter.com/whWGPi8R,https://twitter.com/BarackObama/status/265974777678815232,1620,621,https://pbs.twimg.com/media/A7Dupq8CYAAaHIB.jpg,,Help get out the vote: Grab your phone and call voters right now. pic.twitter.com/whWGPi8R,[],[]
6818,2012-11-06 16:35:00,https://twitter.com/BarackObama,New Mexico & Colorado RT this: Polls close at 7pm MT and you can vote as long as you're in line by then. #StayInLine,https://twitter.com/BarackObama/status/265975635384602624,3239,510,,,New Mexico & Colorado RT this: Polls close at 7pm MT and you can vote as long as you're in line by then.,[],['StayInLine']
6817,2012-11-06 16:46:00,https://twitter.com/BarackObama,Wisconsin & Minnesota: Polls close at 8pm CT. Spread the word: You can vote as long as you're in line before then. #StayInLine,https://twitter.com/BarackObama/status/265978516514930690,3881,569,,,Wisconsin & Minnesota: Polls close at 8pm CT. Spread the word: You can vote as long as you're in line before then.,[],['StayInLine']
6816,2012-11-06 17:17:00,https://twitter.com/BarackObama,Step 1: Pick up your phone. Step 2: Call voters in key states. Step 3: Help win this election. http://OFA.BO/n4yxCZ pic.twitter.com/e4EEio8y,https://twitter.com/BarackObama/status/265986200999972865,2879,1290,https://pbs.twimg.com/media/A7D5CmJCUAEj02B.jpg,,Step 1: Pick up your phone. Step 2: Call voters in key states. Step 3: Help win this election. pic.twitter.com/e4EEio8y,[],[]
6815,2012-11-06 17:20:00,https://twitter.com/BarackObama,Reminder: If you're waiting to vote in Florida #StayInLine! As long as you were in line when polls closed you can still vote.,https://twitter.com/BarackObama/status/265987034525597696,8859,1233,,,Reminder: If you're waiting to vote in Florida ! As long as you were in line when polls closed you can still vote.,[],['StayInLine']
6814,2012-11-06 17:45:00,https://twitter.com/BarackObama,Iowa spread the word: Your polls close at 9pm CT and you can vote as long as you're in line by then. #StayInLine,https://twitter.com/BarackObama/status/265993327005032448,5150,718,,,Iowa spread the word: Your polls close at 9pm CT and you can vote as long as you're in line by then.,[],['StayInLine']
6813,2012-11-06 18:05:00,https://twitter.com/BarackObama,Last chance to help win this election: Pick up your phone and call voters in key states. http://OFA.BO/kwZ2iC  #StayInLine,https://twitter.com/BarackObama/status/265998426527895552,2263,611,,,Last chance to help win this election: Pick up your phone and call voters in key states.,[],['StayInLine']
6812,2012-11-06 18:15:00,https://twitter.com/BarackObama,Nevada pass it on: Polls close at 7pm PT. You can vote as long as you're in line before then. #StayInLine,https://twitter.com/BarackObama/status/266000781797384195,3738,740,,,Nevada pass it on: Polls close at 7pm PT. You can vote as long as you're in line before then.,[],['StayInLine']
6810,2012-11-06 20:14:00,https://twitter.com/BarackObama,This happened because of you. Thank you.,https://twitter.com/BarackObama/status/266030802482126848,238691,99992,,,This happened because of you. Thank you.,[],[]
6809,2012-11-06 20:15:00,https://twitter.com/BarackObama,We're all in this together. That's how we campaigned and that's who we are. Thank you. -bo,https://twitter.com/BarackObama/status/266031109979131904,132903,46506,,,We're all in this together. That's how we campaigned and that's who we are. Thank you. -bo,[],[]
6808,2012-11-06 20:16:00,https://twitter.com/BarackObama,Four more years.pic.twitter.com/bAJE6Vom,https://twitter.com/BarackObama/status/266031293945503744,887380,594101,https://pbs.twimg.com/media/A7EiDWcCYAAZT1D.jpg,,Four more years.pic.twitter.com/bAJE6Vom,[],[]
6807,2012-11-07 13:33:00,https://twitter.com/BarackObama,Thank you. http://instagr.am/p/RvkYbfmueB/ ,https://twitter.com/BarackObama/status/266292223925161985,33346,24038,,,Thank you.,[],[]
6806,2012-11-07 15:21:00,https://twitter.com/BarackObama,"President Obama in his victory speech last night: ""For the United States of America the best is yet to come.""http://OFA.BO/XBCTt8 ",https://twitter.com/BarackObama/status/266319485366050819,5837,3717,,,"President Obama in his victory speech last night: ""For the United States of America the best is yet to come.""",[],[]
6805,2012-11-08 16:02:00,https://twitter.com/BarackObama,The definition of hope is you still believe even when it's hard.pic.twitter.com/BJCKP2aT,https://twitter.com/BarackObama/status/266692249109266432,10418,5459,https://pbs.twimg.com/media/A7N7MATCAAIaoLw.jpg,,The definition of hope is you still believe even when it's hard.pic.twitter.com/BJCKP2aT,[],[]
6804,2012-11-08 16:39:00,https://twitter.com/BarackObama,The President made a surprise visit to campaign HQ yesterday to thank staff & volunteers. Here's what he said.http://OFA.BO/Bu2y3i ,https://twitter.com/BarackObama/status/266701623869464576,2843,1749,,,The President made a surprise visit to campaign HQ yesterday to thank staff & volunteers. Here's what he said.,[],[]
6803,2012-11-09 08:23:00,https://twitter.com/BarackObama,What Bobby Kennedy called the ripples of hope that come out when you throw a stone in a lake—that's going to be you. http://OFA.BO/J789Nk ,https://twitter.com/BarackObama/status/266939038924144640,1714,1020,,,What Bobby Kennedy called the ripples of hope that come out when you throw a stone in a lake—that's going to be you.,[],[]
6802,2012-11-11 11:51:00,https://twitter.com/BarackObama,We must commit—this day and every day—to serving you as well as you've served us. —President Obama to veterans today:http://OFA.BO/Jnpybj ,https://twitter.com/BarackObama/status/267716286279188481,3941,1813,,,We must commit—this day and every day—to serving you as well as you've served us. —President Obama to veterans today:,[],[]
6801,2012-11-13 12:24:00,https://twitter.com/BarackObama,I’m committed to solving our fiscal challenges. But I refuse to accept any approach that isn’t balanced. http://OFA.BO/UKwaE9 ,https://twitter.com/BarackObama/status/268449160049594368,1636,837,,,I’m committed to solving our fiscal challenges. But I refuse to accept any approach that isn’t balanced.,[],[]
6800,2012-11-13 13:36:00,https://twitter.com/BarackObama,Some of our favorite photos from election night: http://OFA.BO/ARbqGs ,https://twitter.com/BarackObama/status/268467484716326914,896,698,,,Some of our favorite photos from election night:,[],[]
6799,2012-11-13 15:34:00,https://twitter.com/BarackObama,Watch the President lay out his strategy to stop taxes from going up on 98% of Americans & reduce our nation's deficit:http://OFA.BO/YsHFjg ,https://twitter.com/BarackObama/status/268496983591886848,974,490,,,Watch the President lay out his strategy to stop taxes from going up on 98% of Americans & reduce our nation's deficit:,[],[]
6798,2012-11-14 08:52:00,https://twitter.com/BarackObama,What the American people are looking for is cooperation... Most of all they want action.http://OFA.BO/KftotE ,https://twitter.com/BarackObama/status/268758354174820352,1000,484,,,What the American people are looking for is cooperation... Most of all they want action.,[],[]
6797,2012-11-14 10:32:00,https://twitter.com/BarackObama,Watch live: President Obama holds a news conference at the White House. http://OFA.BO/zwqKqK ,https://twitter.com/BarackObama/status/268783433931714561,505,204,,,Watch live: President Obama holds a news conference at the White House.,[],[]
6796,2012-11-14 10:38:00,https://twitter.com/BarackObama,Right now our economy is still recovering from a very deep and damaging crisis. —President Obama,https://twitter.com/BarackObama/status/268784919390613504,674,284,,,Right now our economy is still recovering from a very deep and damaging crisis. —President Obama,[],[]
6795,2012-11-14 10:38:00,https://twitter.com/BarackObama,Our top priority has to be jobs and growth. We've got to build on the progress we've made. —President Obama,https://twitter.com/BarackObama/status/268785003742248961,910,322,,,Our top priority has to be jobs and growth. We've got to build on the progress we've made. —President Obama,[],[]
6794,2012-11-14 10:38:00,https://twitter.com/BarackObama,This country succeeds on a growing thriving middle class. —President Obama,https://twitter.com/BarackObama/status/268785052840759296,1021,391,,,This country succeeds on a growing thriving middle class. —President Obama,[],[]
6793,2012-11-14 10:39:00,https://twitter.com/BarackObama,We should not hold the middle class hostage while we debate tax cuts for the wealthy. —President Obama,https://twitter.com/BarackObama/status/268785249989832704,1482,501,,,We should not hold the middle class hostage while we debate tax cuts for the wealthy. —President Obama,[],[]
6792,2012-11-14 10:39:00,https://twitter.com/BarackObama,We should at least do what we agree on and that's to keep middle class taxes low. —President Obama,https://twitter.com/BarackObama/status/268785341564076033,1170,484,,,We should at least do what we agree on and that's to keep middle class taxes low. —President Obama,[],[]
6791,2012-11-14 10:45:00,https://twitter.com/BarackObama,There’s only one way to solve these challenges: together.,https://twitter.com/BarackObama/status/268786741014585344,3109,978,,,There’s only one way to solve these challenges: together.,[],[]
6790,2012-11-14 10:50:00,https://twitter.com/BarackObama,We cannot afford to extend the Bush tax cuts for the wealthy. What we can do is make sure that middle class taxes don’t go up.,https://twitter.com/BarackObama/status/268787927893561344,1676,641,,,We cannot afford to extend the Bush tax cuts for the wealthy. What we can do is make sure that middle class taxes don’t go up.,[],[]
6789,2012-11-14 11:08:00,https://twitter.com/BarackObama,I've got a mandate to help middle-class families and families that are working hard to get into the middle class. —President Obama,https://twitter.com/BarackObama/status/268792646363906048,2017,767,,,I've got a mandate to help middle-class families and families that are working hard to get into the middle class. —President Obama,[],[]
6788,2012-11-14 12:44:00,https://twitter.com/BarackObama,Let's get to work. http://OFA.BO/QEHuo4 ,https://twitter.com/BarackObama/status/268816631558459392,1746,892,,,Let's get to work.,[],[]
6787,2012-11-15 09:30:00,https://twitter.com/BarackObama,I’ve got a mandate to help middle-class families. —President Obama at his news conference yesterday:http://OFA.BO/xRSG9n ,https://twitter.com/BarackObama/status/269130268839907328,1117,652,,,I’ve got a mandate to help middle-class families. —President Obama at his news conference yesterday:,[],[]
6786,2012-11-15 10:57:00,https://twitter.com/BarackObama,Supporters around the country have been sharing their favorite campaign memories and what President Obama's re-election means to them.,https://twitter.com/BarackObama/status/269152193175756800,294,206,,,Supporters around the country have been sharing their favorite campaign memories and what President Obama's re-election means to them.,[],[]
6785,2012-11-15 10:58:00,https://twitter.com/BarackObama,“I voted for you because you reminded me to be determined enough to see my ambitions through.”—Michael Ohio,https://twitter.com/BarackObama/status/269152531643527168,616,392,,,“I voted for you because you reminded me to be determined enough to see my ambitions through.”—Michael Ohio,[],[]
6784,2012-11-15 11:01:00,https://twitter.com/BarackObama,“Standing in the rain for 6 hours so my 3-year-old could see the President with his own eyes.”—Alicia Iowapic.twitter.com/LeWu6wyt,https://twitter.com/BarackObama/status/269153150492086272,649,826,https://pbs.twimg.com/media/A7w5XUXCEAAseUz.jpg,,“Standing in the rain for 6 hours so my 3-year-old could see the President with his own eyes.”—Alicia Iowapic.twitter.com/LeWu6wyt,[],[]
6783,2012-11-15 11:05:00,https://twitter.com/BarackObama,“Around 1:30am I woke up looked at the results and had the biggest smile. I yelled ‘Woohoo!’ and was so thankful.”—Lauri WI,https://twitter.com/BarackObama/status/269154072072953856,308,258,,,“Around 1:30am I woke up looked at the results and had the biggest smile. I yelled ‘Woohoo!’ and was so thankful.”—Lauri WI,[],[]
6782,2012-11-15 11:07:00,https://twitter.com/BarackObama,“My favorite memory was bringing my son to man the phones with me at the Royal Oak MI campaign office.”pic.twitter.com/9tnqZ95v,https://twitter.com/BarackObama/status/269154660990980096,317,376,https://pbs.twimg.com/media/A7w6vPaCEAA3yPc.jpg,,“My favorite memory was bringing my son to man the phones with me at the Royal Oak MI campaign office.”pic.twitter.com/9tnqZ95v,[],[]
6781,2012-11-15 11:11:00,https://twitter.com/BarackObama,“I called a woman in WI with the online tool learned that she had just voted for Barack and we shared a big ‘Hallelujah!’”—Creighton CA,https://twitter.com/BarackObama/status/269155775379816448,292,220,,,“I called a woman in WI with the online tool learned that she had just voted for Barack and we shared a big ‘Hallelujah!’”—Creighton CA,[],[]
6780,2012-11-15 11:21:00,https://twitter.com/BarackObama,“My favorite moment: Traveling to Florida from California to get out the vote. We did it!” —Catherine CApic.twitter.com/smWykN9g,https://twitter.com/BarackObama/status/269158249020923904,313,357,https://pbs.twimg.com/media/A7w-AF3CIAEmm0Q.jpg,,“My favorite moment: Traveling to Florida from California to get out the vote. We did it!” —Catherine CApic.twitter.com/smWykN9g,[],[]
6779,2012-11-15 11:22:00,https://twitter.com/BarackObama,Share what President Obama’s re-election means to you with a story or photo: http://OFA.BO/EUaWat ,https://twitter.com/BarackObama/status/269158462284496897,321,254,,,Share what President Obama’s re-election means to you with a story or photo:,[],[]
6778,2012-11-15 14:43:00,https://twitter.com/BarackObama,Watch President Obama discuss his plans for the next four years—and his mandate to help the middle class:http://OFA.BO/VZShtw ,https://twitter.com/BarackObama/status/269209040800862208,830,478,,,Watch President Obama discuss his plans for the next four years—and his mandate to help the middle class:,[],[]
6777,2012-11-16 09:25:00,https://twitter.com/BarackObama,Millions of supporters and volunteers powered this campaign—tell your story: http://OFA.BO/eXfoVs ,https://twitter.com/BarackObama/status/269491513791225856,446,298,,,Millions of supporters and volunteers powered this campaign—tell your story:,[],[]
6776,2012-11-16 13:22:00,https://twitter.com/BarackObama,What folks are looking for—and I think all of us agree on this—is action. http://OFA.BO/tiwsp3 ,https://twitter.com/BarackObama/status/269551041161355264,753,422,,,What folks are looking for—and I think all of us agree on this—is action.,[],[]
6775,2012-11-17 11:36:00,https://twitter.com/BarackObama,"President Obama: ""Let’s begin our work by doing what we all agree on. Let’s keep taxes low for the middle class."" http://OFA.BO/BLEvRg ",https://twitter.com/BarackObama/status/269886725621420032,2254,1148,,,"President Obama: ""Let’s begin our work by doing what we all agree on. Let’s keep taxes low for the middle class.""",[],[]
6774,2012-11-17 15:44:00,https://twitter.com/BarackObama,President Obama on why Congress should act now to extend middle-class tax cuts:http://OFA.BO/tr9Fkb ,https://twitter.com/BarackObama/status/269949132603527169,833,432,,,President Obama on why Congress should act now to extend middle-class tax cuts:,[],[]
6773,2012-11-18 16:33:00,https://twitter.com/BarackObama,That’s the message I heard loud and clear in the election: Work as hard as you can to make our lives better.http://OFA.BO/wa6Fq7 ,https://twitter.com/BarackObama/status/270323983923167232,1332,622,,,That’s the message I heard loud and clear in the election: Work as hard as you can to make our lives better.,[],[]
6772,2012-11-19 09:04:00,https://twitter.com/BarackObama,This movement has always belonged to you. Take a few minutes to help shape its future: http://OFA.BO/aXzwLx ,https://twitter.com/BarackObama/status/270573373195694083,611,357,,,This movement has always belonged to you. Take a few minutes to help shape its future:,[],[]
6771,2012-11-20 06:22:00,https://twitter.com/BarackObama,Happy birthday Mr. Vice President.pic.twitter.com/C4SU7gvs,https://twitter.com/BarackObama/status/270894831100887040,8146,5171,https://pbs.twimg.com/media/A8JpaeOCAAEnTSd.jpg,,Happy birthday Mr. Vice President.pic.twitter.com/C4SU7gvs,[],[]
6770,2012-11-20 09:04:00,https://twitter.com/BarackObama,Take a few minutes to weigh in on the future of this organization:http://OFA.BO/QCw22f ,https://twitter.com/BarackObama/status/270935777775591424,408,256,,,Take a few minutes to weigh in on the future of this organization:,[],[]
6769,2012-11-21 07:23:00,https://twitter.com/BarackObama,Make sure your friends know about the President's plan to keep taxes low for the middle class and reduce the deficit: http://OFA.BO/SktHw1 ,https://twitter.com/BarackObama/status/271272696782938112,1415,489,,,Make sure your friends know about the President's plan to keep taxes low for the middle class and reduce the deficit:,[],[]
6768,2012-11-21 12:18:00,https://twitter.com/BarackObama,The President's plan to keep your taxes low and reduce the deficit in a balanced way in 3 steps: http://OFA.BO/FgWrJR ,https://twitter.com/BarackObama/status/271346960080969730,693,337,,,The President's plan to keep your taxes low and reduce the deficit in a balanced way in 3 steps:,[],[]
6767,2012-11-21 13:07:00,https://twitter.com/BarackObama,Once again Nate Silver completely nailed it. —President Obama on the vote to pardon this year's Thanksgiving turkey:http://OFA.BO/jdbipL ,https://twitter.com/BarackObama/status/271359119888371712,924,444,,,Once again Nate Silver completely nailed it. —President Obama on the vote to pardon this year's Thanksgiving turkey:,[],[]
6766,2012-11-21 17:56:00,https://twitter.com/BarackObama,We give thanks—not only for the people we love but for the spirit that sees us through the toughest times. http://OFA.BO/7xvpoF ,https://twitter.com/BarackObama/status/271431828546670592,2991,1115,,,We give thanks—not only for the people we love but for the spirit that sees us through the toughest times.,[],[]
6765,2012-11-22 06:42:00,https://twitter.com/BarackObama,From this family to yours happy Thanksgiving.pic.twitter.com/OPGyjTF8,https://twitter.com/BarackObama/status/271624768665550848,8803,11478,https://pbs.twimg.com/media/A8UBSbkCAAEDxRE.jpg,,From this family to yours happy Thanksgiving.pic.twitter.com/OPGyjTF8,[],[]
6764,2012-11-22 15:44:00,https://twitter.com/BarackObama,President Obama wishes you a happy Thanksgiving:http://OFA.BO/45BWGz ,https://twitter.com/BarackObama/status/271761052839063552,2114,1283,,,President Obama wishes you a happy Thanksgiving:,[],[]
6763,2012-11-24 08:10:00,https://twitter.com/BarackObama,President Obama is working with leaders of both parties to reduce the deficit in a balanced way. Get the facts: http://OFA.BO/hTKRvH ,https://twitter.com/BarackObama/status/272371694516178944,921,471,,,President Obama is working with leaders of both parties to reduce the deficit in a balanced way. Get the facts:,[],[]
6762,2012-11-24 11:59:00,https://twitter.com/BarackObama,2.2 million volunteers nearly 1.8 million voters registered and more on this campaign by the numbers: http://OFA.BO/DnJ8h4 ,https://twitter.com/BarackObama/status/272429297824854016,585,398,,,2.2 million volunteers nearly 1.8 million voters registered and more on this campaign by the numbers:,[],[]
6761,2012-11-26 09:48:00,https://twitter.com/BarackObama,A look at why our economy can't afford tax hikes on the middle class and small businesses: http://OFA.BO/V97Vpn ,https://twitter.com/BarackObama/status/273120940047609856,652,303,,,A look at why our economy can't afford tax hikes on the middle class and small businesses:,[],[]
6760,2012-11-26 12:37:00,https://twitter.com/BarackObama,Every American family's taxes will automatically go up if Congress fails to act before the end of the year: http://OFA.BO/V97Vpn ,https://twitter.com/BarackObama/status/273163569871351808,1053,326,,,Every American family's taxes will automatically go up if Congress fails to act before the end of the year:,[],[]
6759,2012-11-27 09:36:00,https://twitter.com/BarackObama,From the archives: Sasha and her first mate.pic.twitter.com/ySwwx5Zp,https://twitter.com/BarackObama/status/273480390004576256,1660,2342,https://pbs.twimg.com/media/A8uY9zvCEAEUwzp.jpg,,From the archives: Sasha and her first mate.pic.twitter.com/ySwwx5Zp,[],[]
6758,2012-11-27 11:10:00,https://twitter.com/BarackObama,New in the campaign store: a limited-edition victory magnet. http://OFA.BO/qufduq ,https://twitter.com/BarackObama/status/273504080545067009,281,209,,,New in the campaign store: a limited-edition victory magnet.,[],[]
6757,2012-11-27 13:48:00,https://twitter.com/BarackObama,If you’re wondering why Congress needs to take action now to keep middle-class taxes low meet the McLaughlins: http://OFA.BO/rka17t ,https://twitter.com/BarackObama/status/273543818966622208,582,281,,,If you’re wondering why Congress needs to take action now to keep middle-class taxes low meet the McLaughlins:,[],[]
